year,age,cohort,female,race6,religion,dems,ftwelfare,ftpoor,ftaliens,ftyoung,pid7,trust,ideo7,inerrant,south,dempres
1952,58,8,0,1,1,0,,,,,5,,,,0,
1952,75,8,1,1,1,1,,,,,1,,,,1,
1952,24,5,1,1,1,1,,,,,1,,,,1,
1952,74,8,1,1,1,1,,,,,0,,,,1,
1952,0,,0,1,1,1,,,,,0,,,,1,
1952,28,6,0,1,1,0,,,,,6,,,,0,
1952,27,6,1,1,1,1,,,,,1,,,,0,
1952,84,8,1,1,1,,,,,,,,,,0,
1952,22,5,0,1,1,,,,,,3,,,,0,
1952,45,7,1,1,2,1,,,,,2,,,,0,
1952,45,7,1,1,1,1,,,,,2,,,,0,
1952,32,6,0,1,1,1,,,,,0,,,,1,
1952,41,6,1,1,1,0,,,,,5,,,,0,
1952,27,6,1,1,1,1,,,,,1,,,,1,
1952,75,8,0,1,1,1,,,,,1,,,,1,
1952,38,6,1,1,2,0,,,,,5,,,,0,
1952,72,8,0,1,1,1,,,,,0,,,,0,
1952,25,5,0,2,4,,,,,,,,,,1,
1952,37,6,1,1,1,1,,,,,1,,,,0,
1952,53,7,0,1,1,0,,,,,5,,,,0,
1952,52,7,1,1,1,1,,,,,0,,,,0,
1952,66,8,0,1,1,0,,,,,4,,,,0,
1952,59,8,1,1,1,0,,,,,5,,,,0,
1952,50,7,0,1,1,1,,,,,1,,,,0,
1952,31,6,1,1,1,1,,,,,0,,,,1,
1952,36,6,1,1,1,1,,,,,0,,,,1,
1952,56,7,1,1,1,1,,,,,1,,,,0,
1952,53,7,1,1,2,1,,,,,0,,,,0,
1952,58,8,0,1,3,,,,,,3,,,,0,
1952,23,5,0,1,1,0,,,,,5,,,,0,
1952,40,6,0,2,1,1,,,,,0,,,,0,
1952,41,6,1,1,1,1,,,,,1,,,,1,
1952,29,6,1,1,2,1,,,,,0,,,,0,
1952,42,7,1,1,1,1,,,,,1,,,,1,
1952,81,8,1,1,1,0,,,,,6,,,,0,
1952,54,7,1,1,1,1,,,,,2,,,,1,
1952,85,8,1,1,1,0,,,,,5,,,,0,
1952,66,8,1,1,1,1,,,,,2,,,,0,
1952,52,7,0,1,1,1,,,,,0,,,,0,
1952,84,8,1,1,1,1,,,,,1,,,,0,
1952,34,6,1,1,1,1,,,,,1,,,,1,
1952,48,7,0,1,1,1,,,,,2,,,,1,
1952,71,8,1,1,1,0,,,,,5,,,,0,
1952,39,6,0,1,2,0,,,,,6,,,,0,
1952,24,5,1,1,1,1,,,,,1,,,,1,
1952,61,8,0,1,1,0,,,,,6,,,,0,
1952,21,5,1,2,1,,,,,,,,,,1,
1952,31,6,0,1,1,1,,,,,2,,,,0,
1952,38,6,0,1,1,1,,,,,1,,,,0,
1952,35,6,1,1,1,1,,,,,1,,,,0,
1952,22,5,1,1,1,0,,,,,4,,,,0,
1952,40,6,1,1,1,1,,,,,0,,,,1,
1952,29,6,0,1,,1,,,,,0,,,,1,
1952,0,,1,1,1,0,,,,,5,,,,0,
1952,44,7,1,1,1,1,,,,,1,,,,0,
1952,45,7,0,1,2,1,,,,,0,,,,0,
1952,73,8,1,1,1,0,,,,,6,,,,0,
1952,45,7,1,1,1,0,,,,,5,,,,0,
1952,88,8,0,1,1,0,,,,,4,,,,0,
1952,75,8,1,1,2,1,,,,,1,,,,0,
1952,38,6,1,1,1,0,,,,,5,,,,0,
1952,30,6,0,1,1,,,,,,,,,,1,
1952,50,7,1,1,1,,,,,,,,,,0,
1952,40,6,0,1,1,1,,,,,0,,,,0,
1952,42,7,0,1,1,1,,,,,1,,,,0,
1952,66,8,1,1,1,0,,,,,6,,,,0,
1952,35,6,1,2,1,1,,,,,0,,,,0,
1952,45,7,0,1,1,1,,,,,2,,,,0,
1952,34,6,0,2,1,1,,,,,1,,,,0,
1952,29,6,0,1,1,1,,,,,1,,,,0,
1952,72,8,1,1,1,1,,,,,1,,,,0,
1952,72,8,0,1,1,0,,,,,6,,,,0,
1952,43,7,0,1,1,1,,,,,1,,,,0,
1952,57,7,0,1,1,0,,,,,6,,,,0,
1952,42,7,1,1,1,1,,,,,0,,,,0,
1952,25,5,1,1,1,0,,,,,6,,,,0,
1952,0,,0,,,,,,,,,,,,0,
1952,79,8,1,1,2,1,,,,,0,,,,0,
1952,46,7,0,1,1,0,,,,,6,,,,0,
1952,42,7,0,1,2,1,,,,,0,,,,0,
1952,47,7,0,1,1,0,,,,,5,,,,0,
1952,51,7,0,1,1,0,,,,,5,,,,0,
1952,23,5,1,1,2,0,,,,,4,,,,0,
1952,40,6,0,1,1,0,,,,,5,,,,0,
1952,85,8,1,1,2,1,,,,,0,,,,0,
1952,31,6,0,1,2,1,,,,,1,,,,0,
1952,30,6,0,1,1,1,,,,,1,,,,0,
1952,79,8,0,1,2,1,,,,,2,,,,0,
1952,51,7,1,1,1,0,,,,,6,,,,0,
1952,28,6,1,1,2,1,,,,,1,,,,0,
1952,30,6,0,1,1,0,,,,,5,,,,0,
1952,27,6,1,1,1,0,,,,,4,,,,1,
1952,47,7,1,1,1,1,,,,,0,,,,1,
1952,50,7,1,2,1,,,,,,,,,,1,
1952,23,5,1,1,1,1,,,,,2,,,,0,
1952,26,6,0,1,1,0,,,,,5,,,,0,
1952,42,7,0,2,1,,,,,,,,,,0,
1952,38,6,1,1,1,0,,,,,5,,,,0,
1952,22,5,1,1,1,,,,,,,,,,0,
1952,48,7,1,1,1,0,,,,,6,,,,0,
1952,34,6,1,1,1,1,,,,,1,,,,0,
1952,29,6,0,1,1,0,,,,,5,,,,0,
1952,39,6,0,1,1,,,,,,3,,,,0,
1952,57,7,0,1,1,0,,,,,6,,,,0,
1952,47,7,0,1,2,0,,,,,6,,,,0,
1952,70,8,1,1,1,1,,,,,0,,,,1,
1952,49,7,1,2,1,0,,,,,4,,,,1,
1952,53,7,0,1,1,1,,,,,1,,,,1,
1952,31,6,1,1,1,0,,,,,6,,,,0,
1952,62,8,0,2,1,0,,,,,5,,,,0,
1952,59,8,0,1,2,1,,,,,0,,,,0,
1952,41,6,0,1,2,1,,,,,0,,,,0,
1952,44,7,0,1,1,0,,,,,5,,,,0,
1952,45,7,0,1,1,0,,,,,6,,,,0,
1952,40,6,0,1,1,0,,,,,6,,,,0,
1952,46,7,1,1,1,1,,,,,1,,,,1,
1952,71,8,0,1,1,1,,,,,1,,,,1,
1952,34,6,1,1,2,,,,,,3,,,,0,
1952,29,6,0,1,1,1,,,,,0,,,,1,
1952,41,6,0,1,1,1,,,,,1,,,,0,
1952,61,8,0,1,1,0,,,,,6,,,,0,
1952,33,6,1,2,1,0,,,,,5,,,,0,
1952,33,6,0,1,1,1,,,,,0,,,,0,
1952,47,7,0,2,1,1,,,,,0,,,,1,
1952,24,5,0,1,1,1,,,,,0,,,,1,
1952,43,7,0,1,2,1,,,,,1,,,,0,
1952,49,7,0,1,1,1,,,,,2,,,,0,
1952,28,6,0,1,1,1,,,,,0,,,,0,
1952,23,5,0,1,1,1,,,,,1,,,,0,
1952,43,7,1,2,1,,,,,,,,,,1,
1952,36,6,0,1,2,1,,,,,1,,,,0,
1952,31,6,1,1,1,0,,,,,6,,,,1,
1952,39,6,1,2,4,1,,,,,0,,,,0,
1952,22,5,1,1,2,0,,,,,4,,,,0,
1952,48,7,0,1,1,0,,,,,6,,,,0,
1952,36,6,1,1,1,,,,,,3,,,,0,
1952,39,6,0,2,4,,,,,,3,,,,0,
1952,34,6,1,1,1,0,,,,,4,,,,1,
1952,31,6,0,1,1,,,,,,3,,,,0,
1952,30,6,1,1,1,1,,,,,1,,,,1,
1952,54,7,1,1,3,1,,,,,1,,,,0,
1952,54,7,1,1,2,1,,,,,1,,,,0,
1952,42,7,0,1,1,1,,,,,1,,,,1,
1952,23,5,1,1,1,1,,,,,1,,,,0,
1952,64,8,0,1,1,0,,,,,4,,,,0,
1952,36,6,0,1,1,0,,,,,4,,,,0,
1952,68,8,0,1,1,1,,,,,0,,,,1,
1952,50,7,1,1,3,1,,,,,0,,,,0,
1952,45,7,0,1,1,0,,,,,6,,,,0,
1952,56,7,1,1,1,1,,,,,1,,,,1,
1952,36,6,1,1,1,0,,,,,5,,,,0,
1952,50,7,1,2,1,,,,,,,,,,1,
1952,28,6,0,2,1,1,,,,,0,,,,0,
1952,46,7,0,1,2,0,,,,,4,,,,0,
1952,71,8,0,1,1,0,,,,,5,,,,0,
1952,35,6,1,1,1,1,,,,,0,,,,1,
1952,23,5,1,1,1,1,,,,,0,,,,1,
1952,24,5,0,2,4,0,,,,,6,,,,1,
1952,32,6,1,1,4,,,,,,,,,,0,
1952,56,7,0,1,1,0,,,,,5,,,,0,
1952,76,8,0,1,1,1,,,,,1,,,,1,
1952,60,8,0,1,1,1,,,,,1,,,,1,
1952,29,6,1,1,1,1,,,,,0,,,,1,
1952,47,7,0,1,1,0,,,,,4,,,,0,
1952,67,8,1,1,1,0,,,,,6,,,,0,
1952,29,6,0,1,4,1,,,,,1,,,,1,
1952,35,6,1,1,1,1,,,,,2,,,,1,
1952,61,8,0,1,4,0,,,,,6,,,,0,
1952,34,6,0,1,1,1,,,,,1,,,,1,
1952,27,6,1,1,2,0,,,,,4,,,,0,
1952,67,8,1,1,4,0,,,,,4,,,,0,
1952,34,6,1,1,1,0,,,,,6,,,,0,
1952,27,6,1,1,2,1,,,,,0,,,,0,
1952,60,8,0,1,1,1,,,,,0,,,,1,
1952,50,7,0,1,1,0,,,,,5,,,,0,
1952,68,8,1,1,1,1,,,,,1,,,,0,
1952,31,6,0,1,1,1,,,,,1,,,,1,
1952,26,6,1,1,1,1,,,,,0,,,,1,
1952,60,8,1,1,1,0,,,,,6,,,,0,
1952,36,6,1,1,1,1,,,,,0,,,,1,
1952,53,7,0,1,2,1,,,,,0,,,,0,
1952,25,5,1,1,1,0,,,,,5,,,,0,
1952,60,8,1,1,1,1,,,,,1,,,,0,
1952,50,7,1,2,1,1,,,,,1,,,,1,
1952,30,6,1,1,1,0,,,,,4,,,,0,
1952,30,6,0,1,1,1,,,,,0,,,,0,
1952,83,8,0,1,1,1,,,,,0,,,,1,
1952,57,7,1,1,1,0,,,,,6,,,,0,
1952,26,6,1,1,2,1,,,,,0,,,,0,
1952,53,7,0,1,1,1,,,,,1,,,,0,
1952,69,8,1,1,1,1,,,,,0,,,,1,
1952,24,5,1,1,4,,,,,,,,,,1,
1952,42,7,0,1,1,1,,,,,2,,,,0,
1952,59,8,0,2,1,0,,,,,5,,,,1,
1952,44,7,1,2,1,,,,,,,,,,1,
1952,29,6,0,1,4,1,,,,,0,,,,1,
1952,41,6,0,1,1,1,,,,,1,,,,0,
1952,65,8,0,2,1,0,,,,,4,,,,1,
1952,37,6,1,1,1,,,,,,,,,,1,
1952,69,8,0,1,1,0,,,,,6,,,,0,
1952,24,5,0,2,2,1,,,,,1,,,,0,
1952,32,6,1,1,1,0,,,,,5,,,,0,
1952,46,7,1,1,1,,,,,,,,,,1,
1952,36,6,1,2,1,1,,,,,1,,,,1,
1952,49,7,0,1,1,1,,,,,1,,,,0,
1952,44,7,1,1,1,1,,,,,2,,,,0,
1952,51,7,1,1,1,0,,,,,5,,,,0,
1952,49,7,1,1,2,0,,,,,4,,,,0,
1952,69,8,0,1,1,1,,,,,2,,,,0,
1952,62,8,0,1,2,1,,,,,1,,,,0,
1952,29,6,1,2,1,1,,,,,2,,,,0,
1952,0,,1,1,3,1,,,,,0,,,,0,
1952,60,8,1,1,1,0,,,,,5,,,,0,
1952,28,6,1,1,2,0,,,,,4,,,,0,
1952,38,6,0,1,2,1,,,,,0,,,,0,
1952,49,7,1,1,3,1,,,,,0,,,,0,
1952,45,7,1,1,1,0,,,,,5,,,,0,
1952,34,6,0,1,1,0,,,,,6,,,,0,
1952,43,7,0,1,2,1,,,,,1,,,,0,
1952,34,6,1,2,1,1,,,,,1,,,,0,
1952,47,7,0,1,1,1,,,,,0,,,,0,
1952,66,8,0,1,1,,,,,,,,,,0,
1952,37,6,0,1,1,0,,,,,4,,,,0,
1952,69,8,1,1,1,1,,,,,2,,,,0,
1952,24,5,0,1,2,1,,,,,2,,,,0,
1952,70,8,0,1,3,1,,,,,0,,,,0,
1952,43,7,0,1,2,1,,,,,0,,,,0,
1952,25,5,0,1,2,1,,,,,0,,,,0,
1952,21,5,1,1,3,1,,,,,1,,,,0,
1952,39,6,0,1,3,1,,,,,0,,,,0,
1952,34,6,1,2,1,1,,,,,0,,,,0,
1952,43,7,1,1,1,0,,,,,6,,,,0,
1952,27,6,1,1,1,1,,,,,2,,,,0,
1952,57,7,0,1,1,0,,,,,6,,,,0,
1952,77,8,1,1,1,0,,,,,6,,,,0,
1952,33,6,1,1,1,0,,,,,4,,,,0,
1952,53,7,0,1,2,1,,,,,0,,,,0,
1952,51,7,0,1,2,0,,,,,6,,,,0,
1952,36,6,1,2,1,0,,,,,5,,,,0,
1952,26,6,1,1,2,0,,,,,5,,,,0,
1952,46,7,1,1,,,,,,,,,,,0,
1952,50,7,0,1,1,1,,,,,0,,,,1,
1952,41,6,1,1,1,1,,,,,1,,,,0,
1952,23,5,1,2,1,1,,,,,0,,,,1,
1952,44,7,1,1,1,0,,,,,5,,,,1,
1952,68,8,1,1,1,1,,,,,0,,,,0,
1952,71,8,0,1,1,1,,,,,2,,,,1,
1952,36,6,1,1,2,1,,,,,2,,,,0,
1952,50,7,0,1,2,1,,,,,1,,,,0,
1952,56,7,0,1,1,0,,,,,6,,,,0,
1952,43,7,1,1,1,1,,,,,0,,,,0,
1952,36,6,1,1,2,0,,,,,4,,,,0,
1952,47,7,1,1,1,1,,,,,1,,,,0,
1952,36,6,1,1,1,1,,,,,1,,,,0,
1952,63,8,1,1,1,1,,,,,1,,,,1,
1952,33,6,1,2,1,1,,,,,1,,,,1,
1952,62,8,1,1,1,0,,,,,5,,,,0,
1952,21,5,1,1,1,,,,,,3,,,,0,
1952,34,6,1,2,1,1,,,,,2,,,,0,
1952,72,8,1,1,1,1,,,,,2,,,,1,
1952,52,7,1,1,2,0,,,,,5,,,,0,
1952,38,6,0,1,1,1,,,,,1,,,,0,
1952,0,,1,1,1,1,,,,,1,,,,0,
1952,25,5,0,1,1,1,,,,,0,,,,1,
1952,62,8,1,2,1,1,,,,,0,,,,1,
1952,64,8,0,2,1,,,,,,,,,,1,
1952,78,8,1,1,2,0,,,,,5,,,,0,
1952,0,,1,,,,,,,,,,,,0,
1952,43,7,1,1,1,0,,,,,6,,,,0,
1952,42,7,0,1,1,0,,,,,6,,,,0,
1952,46,7,0,1,1,0,,,,,5,,,,0,
1952,41,6,0,1,2,1,,,,,0,,,,0,
1952,32,6,1,1,1,1,,,,,0,,,,1,
1952,38,6,1,1,2,1,,,,,1,,,,0,
1952,82,8,0,1,1,,,,,,,,,,0,
1952,49,7,0,1,1,0,,,,,5,,,,0,
1952,46,7,1,1,1,1,,,,,1,,,,1,
1952,57,7,0,1,1,1,,,,,1,,,,1,
1952,36,6,1,1,1,1,,,,,1,,,,0,
1952,68,8,0,1,2,1,,,,,1,,,,0,
1952,76,8,0,1,1,1,,,,,1,,,,1,
1952,80,8,0,1,1,1,,,,,0,,,,0,
1952,49,7,1,1,1,,,,,,3,,,,0,
1952,40,6,1,1,2,1,,,,,0,,,,0,
1952,39,6,0,1,2,1,,,,,0,,,,0,
1952,73,8,1,1,1,1,,,,,0,,,,0,
1952,34,6,1,1,1,0,,,,,4,,,,0,
1952,50,7,1,2,1,1,,,,,0,,,,1,
1952,58,8,1,1,1,0,,,,,6,,,,0,
1952,37,6,1,1,2,0,,,,,4,,,,0,
1952,56,7,0,1,2,0,,,,,4,,,,0,
1952,30,6,0,1,1,1,,,,,2,,,,0,
1952,49,7,1,1,1,0,,,,,4,,,,0,
1952,59,8,1,1,2,,,,,,3,,,,0,
1952,70,8,0,2,1,,,,,,,,,,1,
1952,25,5,1,2,1,1,,,,,0,,,,1,
1952,38,6,1,1,1,0,,,,,6,,,,0,
1952,44,7,0,1,2,1,,,,,1,,,,0,
1952,55,7,1,1,1,,,,,,,,,,0,
1952,49,7,1,1,1,0,,,,,5,,,,0,
1952,36,6,1,1,4,0,,,,,6,,,,1,
1952,35,6,0,1,2,1,,,,,1,,,,0,
1952,46,7,0,1,1,1,,,,,2,,,,0,
1952,37,6,0,1,2,1,,,,,1,,,,0,
1952,32,6,0,1,1,1,,,,,0,,,,0,
1952,44,7,0,1,1,,,,,,,,,,0,
1952,72,8,0,1,1,1,,,,,0,,,,1,
1952,54,7,0,1,2,1,,,,,0,,,,0,
1952,41,6,0,1,1,1,,,,,1,,,,1,
1952,23,5,1,1,1,1,,,,,2,,,,0,
1952,56,7,0,1,2,1,,,,,0,,,,0,
1952,75,8,1,1,1,,,,,,,,,,0,
1952,41,6,1,1,1,0,,,,,5,,,,0,
1952,18,5,0,2,1,1,,,,,1,,,,1,
1952,46,7,1,1,1,0,,,,,4,,,,0,
1952,38,6,0,1,2,1,,,,,2,,,,0,
1952,65,8,0,1,1,0,,,,,6,,,,0,
1952,56,7,1,1,3,1,,,,,1,,,,0,
1952,29,6,0,1,2,,,,,,3,,,,0,
1952,31,6,0,1,2,1,,,,,1,,,,0,
1952,30,6,0,1,1,0,,,,,5,,,,0,
1952,25,5,1,2,1,,,,,,,,,,1,
1952,42,7,1,2,1,0,,,,,5,,,,1,
1952,42,7,0,1,1,,,,,,3,,,,0,
1952,41,6,1,1,1,0,,,,,5,,,,0,
1952,47,7,1,1,1,1,,,,,1,,,,1,
1952,25,5,1,2,1,0,,,,,4,,,,0,
1952,38,6,1,1,1,1,,,,,0,,,,0,
1952,21,5,1,1,3,1,,,,,2,,,,0,
1952,33,6,0,1,1,1,,,,,1,,,,1,
1952,40,6,0,1,1,0,,,,,4,,,,0,
1952,72,8,0,1,1,1,,,,,0,,,,0,
1952,32,6,1,1,1,1,,,,,1,,,,0,
1952,56,7,0,1,1,1,,,,,0,,,,1,
1952,46,7,1,1,1,0,,,,,4,,,,0,
1952,0,,0,1,1,1,,,,,0,,,,1,
1952,52,7,1,1,1,0,,,,,6,,,,0,
1952,42,7,0,2,1,,,,,,3,,,,0,
1952,40,6,1,2,1,1,,,,,0,,,,1,
1952,39,6,0,,2,1,,,,,0,,,,0,
1952,53,7,0,1,2,1,,,,,2,,,,0,
1952,42,7,0,1,1,1,,,,,2,,,,0,
1952,30,6,1,2,1,0,,,,,6,,,,0,
1952,38,6,0,1,2,0,,,,,4,,,,0,
1952,25,5,1,1,1,0,,,,,5,,,,0,
1952,21,5,1,1,2,,,,,,,,,,0,
1952,66,8,0,1,1,1,,,,,1,,,,1,
1952,33,6,1,2,1,0,,,,,4,,,,1,
1952,49,7,1,1,1,1,,,,,1,,,,1,
1952,26,6,0,2,1,1,,,,,0,,,,1,
1952,82,8,1,1,1,1,,,,,0,,,,0,
1952,55,7,0,1,1,0,,,,,5,,,,0,
1952,32,6,0,1,2,0,,,,,6,,,,0,
1952,57,7,1,1,1,1,,,,,1,,,,1,
1952,80,8,1,1,1,0,,,,,5,,,,0,
1952,61,8,0,1,2,1,,,,,2,,,,0,
1952,42,7,1,2,1,0,,,,,5,,,,1,
1952,28,6,1,2,1,1,,,,,1,,,,0,
1952,59,8,0,1,1,0,,,,,6,,,,0,
1952,26,6,1,2,1,,,,,,,,,,1,
1952,26,6,0,1,1,1,,,,,0,,,,0,
1952,36,6,1,1,4,1,,,,,1,,,,0,
1952,32,6,0,1,2,1,,,,,2,,,,0,
1952,57,7,1,1,2,1,,,,,1,,,,0,
1952,46,7,1,1,2,1,,,,,0,,,,1,
1952,44,7,1,1,1,1,,,,,1,,,,1,
1952,29,6,0,1,1,,,,,,,,,,0,
1952,33,6,0,1,1,0,,,,,4,,,,1,
1952,33,6,0,1,1,0,,,,,4,,,,0,
1952,46,7,1,1,1,0,,,,,4,,,,0,
1952,66,8,1,1,2,,,,,,,,,,0,
1952,60,8,1,1,1,0,,,,,5,,,,1,
1952,71,8,0,1,1,0,,,,,6,,,,0,
1952,58,8,0,1,1,0,,,,,5,,,,0,
1952,26,6,1,2,1,1,,,,,0,,,,0,
1952,60,8,1,1,1,1,,,,,0,,,,0,
1952,40,6,1,1,1,1,,,,,0,,,,1,
1952,37,6,0,1,1,1,,,,,2,,,,0,
1952,51,7,0,1,1,0,,,,,6,,,,0,
1952,28,6,1,2,1,1,,,,,2,,,,1,
1952,78,8,1,1,1,0,,,,,5,,,,0,
1952,43,7,0,1,2,0,,,,,5,,,,0,
1952,32,6,0,1,2,0,,,,,4,,,,0,
1952,27,6,1,1,2,0,,,,,4,,,,0,
1952,66,8,0,1,3,0,,,,,4,,,,0,
1952,40,6,1,1,2,1,,,,,0,,,,0,
1952,21,5,0,1,2,1,,,,,1,,,,0,
1952,27,6,0,2,1,0,,,,,4,,,,0,
1952,69,8,1,1,1,0,,,,,6,,,,0,
1952,56,7,0,1,1,0,,,,,6,,,,0,
1952,70,8,0,1,1,0,,,,,6,,,,0,
1952,60,8,1,1,1,0,,,,,5,,,,0,
1952,71,8,0,1,1,0,,,,,4,,,,0,
1952,20,5,1,1,1,1,,,,,1,,,,1,
1952,40,6,1,2,1,0,,,,,5,,,,0,
1952,33,6,1,1,1,1,,,,,2,,,,0,
1952,56,7,1,1,2,1,,,,,1,,,,0,
1952,43,7,1,1,1,0,,,,,6,,,,0,
1952,33,6,0,1,1,0,,,,,5,,,,0,
1952,29,6,1,1,2,1,,,,,0,,,,0,
1952,55,7,0,1,2,1,,,,,2,,,,0,
1952,34,6,1,1,1,0,,,,,5,,,,0,
1952,40,6,1,1,2,0,,,,,5,,,,0,
1952,50,7,1,2,1,1,,,,,1,,,,1,
1952,28,6,1,1,1,1,,,,,2,,,,1,
1952,25,5,0,1,2,1,,,,,0,,,,0,
1952,23,5,1,1,1,0,,,,,5,,,,1,
1952,42,7,1,1,2,1,,,,,0,,,,0,
1952,46,7,0,1,1,,,,,,3,,,,0,
1952,29,6,1,1,2,0,,,,,6,,,,0,
1952,68,8,1,1,1,1,,,,,0,,,,1,
1952,42,7,0,1,1,0,,,,,5,,,,0,
1952,58,8,0,1,1,0,,,,,6,,,,0,
1952,52,7,0,1,1,0,,,,,6,,,,0,
1952,39,6,1,1,2,0,,,,,5,,,,0,
1952,47,7,1,1,1,0,,,,,5,,,,0,
1952,61,8,0,1,2,1,,,,,0,,,,0,
1952,34,6,0,1,1,1,,,,,1,,,,1,
1952,27,6,1,2,4,1,,,,,1,,,,1,
1952,29,6,1,1,1,1,,,,,2,,,,1,
1952,69,8,0,1,1,1,,,,,0,,,,0,
1952,43,7,0,1,1,1,,,,,1,,,,0,
1952,36,6,1,1,1,,,,,,,,,,1,
1952,37,6,0,1,,0,,,,,5,,,,0,
1952,57,7,1,1,1,1,,,,,2,,,,0,
1952,61,8,0,1,1,0,,,,,6,,,,0,
1952,82,8,0,1,1,1,,,,,0,,,,1,
1952,37,6,1,1,1,0,,,,,6,,,,1,
1952,75,8,1,1,1,0,,,,,5,,,,0,
1952,36,6,1,1,2,1,,,,,1,,,,0,
1952,35,6,0,,2,0,,,,,4,,,,1,
1952,57,7,1,1,1,1,,,,,2,,,,0,
1952,24,5,0,1,1,0,,,,,5,,,,0,
1952,35,6,1,1,2,1,,,,,1,,,,0,
1952,65,8,1,1,1,0,,,,,6,,,,0,
1952,75,8,0,1,1,1,,,,,0,,,,1,
1952,51,7,1,1,1,0,,,,,5,,,,0,
1952,56,7,0,1,1,0,,,,,5,,,,0,
1952,59,8,1,1,1,1,,,,,0,,,,1,
1952,50,7,1,1,3,1,,,,,1,,,,0,
1952,44,7,1,1,1,0,,,,,5,,,,0,
1952,52,7,1,1,1,1,,,,,1,,,,1,
1952,35,6,1,1,4,1,,,,,2,,,,0,
1952,73,8,0,1,1,1,,,,,1,,,,0,
1952,53,7,0,1,1,1,,,,,1,,,,1,
1952,27,6,0,1,1,1,,,,,1,,,,0,
1952,48,7,1,1,1,0,,,,,4,,,,1,
1952,41,6,1,1,2,1,,,,,1,,,,0,
1952,38,6,0,1,2,1,,,,,1,,,,0,
1952,62,8,0,1,2,,,,,,3,,,,0,
1952,23,5,0,1,1,0,,,,,6,,,,0,
1952,37,6,1,2,1,1,,,,,1,,,,0,
1952,65,8,1,1,1,0,,,,,6,,,,0,
1952,54,7,0,1,1,1,,,,,0,,,,1,
1952,26,6,1,1,1,,,,,,,,,,0,
1952,26,6,1,1,2,0,,,,,6,,,,0,
1952,31,6,1,2,1,1,,,,,1,,,,0,
1952,34,6,1,1,1,1,,,,,1,,,,0,
1952,47,7,0,1,2,1,,,,,0,,,,0,
1952,50,7,1,1,1,1,,,,,1,,,,0,
1952,51,7,1,1,3,1,,,,,1,,,,0,
1952,63,8,0,1,1,1,,,,,0,,,,0,
1952,68,8,0,1,1,0,,,,,6,,,,0,
1952,33,6,1,2,1,1,,,,,1,,,,0,
1952,58,8,1,1,1,1,,,,,1,,,,1,
1952,26,6,1,1,2,1,,,,,1,,,,0,
1952,68,8,0,1,1,0,,,,,4,,,,0,
1952,32,6,1,1,1,1,,,,,1,,,,1,
1952,37,6,0,1,2,1,,,,,1,,,,0,
1952,39,6,0,1,1,1,,,,,1,,,,0,
1952,38,6,0,1,1,0,,,,,4,,,,0,
1952,45,7,0,1,2,0,,,,,5,,,,0,
1952,33,6,1,1,1,1,,,,,2,,,,0,
1952,61,8,1,1,1,1,,,,,0,,,,1,
1952,57,7,0,1,1,1,,,,,1,,,,0,
1952,45,7,1,1,2,0,,,,,5,,,,0,
1952,54,7,1,1,1,0,,,,,5,,,,0,
1952,26,6,1,1,1,0,,,,,4,,,,0,
1952,42,7,0,1,2,1,,,,,1,,,,0,
1952,23,5,1,1,2,1,,,,,1,,,,0,
1952,51,7,1,1,3,1,,,,,1,,,,0,
1952,36,6,0,1,3,1,,,,,0,,,,0,
1952,78,8,0,1,1,1,,,,,2,,,,1,
1952,34,6,0,1,1,0,,,,,5,,,,0,
1952,26,6,1,1,1,,,,,,,,,,0,
1952,57,7,1,1,2,1,,,,,0,,,,0,
1952,25,5,0,1,1,0,,,,,5,,,,0,
1952,25,5,0,1,1,1,,,,,1,,,,1,
1952,58,8,1,1,3,1,,,,,0,,,,0,
1952,51,7,1,1,2,0,,,,,5,,,,0,
1952,69,8,0,1,2,0,,,,,6,,,,0,
1952,44,7,0,1,1,,,,,,3,,,,0,
1952,34,6,1,1,3,1,,,,,1,,,,0,
1952,71,8,1,1,2,,,,,,,,,,0,
1952,37,6,1,1,1,1,,,,,1,,,,0,
1952,46,7,1,1,1,1,,,,,1,,,,1,
1952,65,8,1,1,3,1,,,,,1,,,,0,
1952,26,6,1,1,3,1,,,,,0,,,,0,
1952,44,7,0,1,1,1,,,,,1,,,,0,
1952,29,6,1,1,2,1,,,,,1,,,,0,
1952,35,6,0,1,2,1,,,,,0,,,,0,
1952,47,7,0,1,2,,,,,,3,,,,0,
1952,63,8,0,1,1,1,,,,,2,,,,0,
1952,56,7,0,1,2,1,,,,,1,,,,0,
1952,43,7,1,1,3,0,,,,,4,,,,0,
1952,41,6,1,1,4,1,,,,,2,,,,0,
1952,83,8,1,1,1,1,,,,,0,,,,0,
1952,24,5,0,2,2,1,,,,,1,,,,0,
1952,37,6,1,2,2,1,,,,,0,,,,0,
1952,34,6,1,1,2,1,,,,,1,,,,0,
1952,45,7,1,1,1,1,,,,,0,,,,0,
1952,66,8,0,1,1,1,,,,,2,,,,0,
1952,28,6,1,1,1,1,,,,,1,,,,1,
1952,54,7,1,1,1,0,,,,,6,,,,0,
1952,65,8,1,1,2,1,,,,,0,,,,0,
1952,48,7,0,1,1,0,,,,,6,,,,0,
1952,45,7,1,1,1,0,,,,,4,,,,0,
1952,47,7,0,1,1,0,,,,,5,,,,0,
1952,35,6,0,1,1,1,,,,,1,,,,1,
